,8,12,50,51,233,234,236,237
8,4.0,1.0,0.5,2.5,0.0,2.5,0.5,0.0
12,1.0,4.0,1.0,1.0,0.5,1.5,0.0,0.0
50,0.5,1.0,2.0,0.5,0.0,0.5,0.0,0.0
51,3.5,4.0,1.5,4.5,2.5,4.0,0.5,1.0
233,3.0,1.5,0.0,0.5,4.0,1.5,0.0,0.5
234,1.5,2.5,0.5,2.0,2.5,5.5,0.5,0.0
236,0.5,1.0,0.0,1.5,0.0,1.5,1.5,0.0
237,1.0,2.0,0.0,0.0,3.5,2.0,0.0,2.5
